0;1;2;3;4;5;6;7
NOME;COD_BARRAS;VALOR_UNITARIO;CFOP_NFE;CFOP_NFCE;CFOP_EXTERNO;NCM;CSOSN
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
